name,thumb,price,images,main_image,cpu_tech,cpu_cores,cpu_threads,cpu_speed,npu,ai_tops,gpu,gpu_cores,gpu_tgp,ram,ram_type,ram_bus,ram_max,storage,screen_size,screen_resolution,panel_type,refresh_rate,screen_tech,color_gamut,touch_screen,ports,wireless,webcam,keyboard_backlight,security,audio_tech,cooling,other_features,card_reader,battery,os,release_date,dimensions,material,brand,phanloai
"Dell Inspiron 15 3530 - N3530-i7U161W11SLU (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340559/dell-inspiron-15-3530-i7-n3530-i7u161w11slu-638900114347898134-600x600.jpg,21990000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340559/dell-inspiron-15-3530-i7-n3530-i7u161w11slu-1-638881904202906685-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340559/dell-inspiron-15-3530-i7-n3530-i7u161w11slu-2-638881904128809168-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340559/dell-inspiron-15-3530-i7-n3530-i7u161w11slu-3-638881904136212644-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340559/dell-inspiron-15-3530-i7-n3530-i7u161w11slu-4-638881904142745166-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340559/dell-inspiron-15-3530-i7-n3530-i7u161w11slu-5-638881904149347076-750x500.jpg,,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz (Lên đến 5.00 GHz khi tải nặng),,,Card tích hợp - Intel Iris Xe Graphics,,,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",Full HD (1920 x 1080),,120Hz,Chống chói Anti Glare | 250 nits | WVA,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 1 x USB 3.2 | HDMI | USB Type-C,Wi-Fi 6 (802.11ax) | Bluetooth 5.3,HD webcam,Không có đèn,,Realtek Audio,Hãng không công bố,,SD,"4-cell, 54Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,2025,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,Dell,laptop
"Dell Inspiron 15 3520 - 25P2315 (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, KYHD, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333103/dell-inspiron-15-3520-i7-25p2315-thumb-638760098242571857-600x600.jpg,18990000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333103/dell-inspiron-15-3520-i7-25p2315-1-638702053707822354-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333103/dell-inspiron-15-3520-i7-25p2315-2-638702053720313245-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333103/dell-inspiron-15-3520-i7-25p2315-3-638702053726644857-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333103/dell-inspiron-15-3520-i7-25p2315-4-638702053734295735-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333103/dell-inspiron-15-3520-i7-25p2315-5-638702053741489865-750x500.jpg,,Intel Core i7 Alder Lake - 1255U,10,12,1.70 GHz (Lên đến 4.70 GHz khi tải nặng),,,Card tích hợp - Intel Iris Xe Graphics,,,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,"15.6""",Full HD (1920 x 1080),,120Hz,Chống chói Anti Glare | LED Backlit | WVA,,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI,Bluetooth 5.0 | Wi-Fi 802.11 a/b/g/n/ac,HD webcam,Không có đèn,Bảo mật vân tay,Realtek High Definition Audio,Hãng không công bố,,SD,"4-cell, 54Wh",Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,2024,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.65 kg,Vỏ nhựa,Dell,laptop
"Dell Inspiron 15 3530 - N3530-i5U165W11SLU-BL (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338316/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-bl-thumb-638840243364698500-600x600.jpg,18990000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338316/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-bl-1-638840242721923646-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338316/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-bl-2-638840242716711861-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338316/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-bl-3-638840242710244716-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338316/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-bl-4-638840242704938225-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338316/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-bl-5-638840242770333660-750x500.jpg,,Intel Core i5 Raptor Lake - 1334U,10,12,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),,,Card tích hợp - Intel Iris Xe Graphics,,,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB) | Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB)","15.6""",Full HD (1920 x 1080),,120Hz,Chống chói Anti Glare | 250 nits | WVA,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 1 x USB 3.2 | HDMI | USB Type-C,Wi-Fi 6 (802.11ax) | Bluetooth 5.3,HD webcam,Đơn sắc - Màu trắng,,Realtek Audio,,,SD,"3-cell Li-ion, 41 Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn,2025,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,Dell,laptop
"Dell Inspiron 15 3520 - N3520-i7U165W11BLU-FP (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333102/dell-inspiron-15-3520-i7-n3520i7u165w11blufp-thumb-638760098095158958-600x600.jpg,18990000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333102/dell-inspiron-15-3520-i7-n3520i7u165w11blufp-1-638702848312564021-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333102/dell-inspiron-15-3520-i7-n3520i7u165w11blufp-2-638702848319336171-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333102/dell-inspiron-15-3520-i7-n3520i7u165w11blufp-3-638702848327511904-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333102/dell-inspiron-15-3520-i7-n3520i7u165w11blufp-4-638702848333901547-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333102/dell-inspiron-15-3520-i7-n3520i7u165w11blufp-5-638702848341434947-750x500.jpg,,Intel Core i7 Alder Lake - 1255U,10,12,1.70 GHz (Lên đến 4.70 GHz khi tải nặng),,,Card tích hợp - Intel Iris Xe Graphics,,,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))","15.6""",Full HD (1920 x 1080),,120Hz,WVA,,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI,Bluetooth 5.0 | Wi-Fi 802.11 a/b/g/n/ac,HD webcam,Không có đèn,Bảo mật vân tay,Realtek Audio,Hãng không công bố,,SD,"4-cell, 54Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,2024,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,Dell,laptop
"Dell Inspiron 15 3530 - 71053721 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337472/dell-inspiron-15-3530-i7-71053721-638900879577580798-600x600.jpg,20990000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337472/dell-inspiron-15-3530-i7-71053721-1-638815656341728339-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337472/dell-inspiron-15-3530-i7-71053721-2-638815656347437879-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337472/dell-inspiron-15-3530-i7-71053721-3-638815656335751126-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337472/dell-inspiron-15-3530-i7-71053721-4-638815656323737637-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337472/dell-inspiron-15-3530-i7-71053721-5-638815656329492324-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337472/dell-inspiron-15-3530-i7-71053721-30-638851658453103075-750x500.jpg,,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz (Lên đến 5.00 GHz khi tải nặng),,,Card tích hợp - Intel Iris Xe Graphics,,,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,"15.6""",Full HD (1920 x 1080),,120Hz,WVA,,,1 x USB 2.0 | 1 x USB 3.2 | HDMI | 1 x Headphone/microphone combo | USB Type-C,Wi-Fi 6 (802.11ax) | Bluetooth 5.3,HD webcam,Không có đèn,,Realtek Audio,Hãng không công bố,,SD,"4-cell, 54Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn,2025,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,Dell,laptop
"Dell Inspiron 15 3520 - N3520-i7U165W11SLU-BL (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337475/dell-inspiron-15-3520-i7-n3520i7u165w11slu-bl-290425-115148-383-600x600.jpg,18990000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337475/dell-inspiron-15-3520-i7-n3520i7u165w11slu-bl-1-638815671849399546-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337475/dell-inspiron-15-3520-i7-n3520i7u165w11slu-bl-2-638815671843370494-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337475/dell-inspiron-15-3520-i7-n3520i7u165w11slu-bl-3-638815671837070973-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337475/dell-inspiron-15-3520-i7-n3520i7u165w11slu-bl-4-638815671831467106-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337475/dell-inspiron-15-3520-i7-n3520i7u165w11slu-bl-5-638815671825736724-750x500.jpg,,Intel Core i7 Alder Lake - 1255U,10,12,1.70 GHz (Lên đến 4.70 GHz khi tải nặng),,,Card tích hợp - Intel Iris Xe Graphics,,,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))","15.6""",Full HD (1920 x 1080),,120Hz,Chống chói Anti Glare | 250 nits | WVA,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI,Bluetooth 5.0 | Wi-Fi 802.11 a/b/g/n/ac,HD webcam,Đơn sắc - Màu trắng,,Realtek Audio,Hãng không công bố,,SD,"4-cell, 54Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,2025,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,Dell,laptop
"Dell Inspiron 15 3530 - N3530-i5U165W11SLU-HS24 (i5 1334U, 16GB, Full HD 120Hz, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340558/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-hs24-638900112743874982-600x600.jpg,19390000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340558/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-hs24-1-638881898303472005-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340558/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-hs24-2-638881898297587623-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340558/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-hs24-3-638881898290373802-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340558/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-hs24-4-638881898284758402-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340558/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-hs24-5-638881898278261831-750x500.jpg,,Intel Core i5 Raptor Lake - 1334U,10,12,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),,,Card tích hợp - Intel Iris Xe Graphics,,,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB) | Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)","15.6""",Full HD (1920 x 1080),,120Hz,Chống chói Anti Glare | 250 nits | WVA,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 1 x USB 3.2 | HDMI | USB Type-C,Wi-Fi 6 (802.11ax) | Bluetooth 5.3,HD webcam,Không có đèn,,Realtek Audio,Hãng không công bố,,SD,"3-cell, 41Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,2025,Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,Dell,laptop
"Asus Vivobook Go 15 E1504FA - NJ776W (R5 7520U, 16GB, 512GB, Full HD, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/311178/asus-vivobook-go-15-e1504fa-r5-nj776w-140225-100949-251-600x600.jpg,12390000.0,https://cdn.tgdd.vn/Products/Images/44/311178/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/311178/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-2-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/311178/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-3-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/311178/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-4-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/311178/asus-vivobook-go-15-e1504fa-r5-nj776w-glr-5-750x500.jpg,,AMD Ryzen 5 - 7520U,4,8,2.80 GHz (Lên đến 4.30 GHz khi tải nặng),,,Card tích hợp - AMD Radeon Graphics,,,16 GB,LPDDR5 (Onboard),5500 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",Full HD (1920 x 1080),TN,60Hz,Chống chói Anti Glare | 250 nits,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 1 x USB 3.2 | HDMI | USB Type-C,Wi-Fi 6E (802.11ax) | Bluetooth 5.3,HD webcam,Không có đèn,Công tắc khoá camera | Bảo mật vân tay,SonicMaster audio,Hãng không công bố,Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,,"3-cell Li-ion, 42 Wh",Windows 11 Home SL,2023,Dài 360.3 mm - Rộng 232.5 mm - Dày 17.9 mm - 1.63 kg,Vỏ nhựa,Asus,laptop
"Asus Vivobook 15 X1504VA - NJ1634W (i3 1315U, 8GB, 512GB, Full HD, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334792/asus-vivobook-15-x1504va-i3-nj1634w-thumb-638760891054481940-600x600.jpg,10790000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334792/asus-vivobook-15-x1504va-i3-nj1634w-1-638760888671983211-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334792/asus-vivobook-15-x1504va-i3-nj1634w-2-638760888677972464-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334792/asus-vivobook-15-x1504va-i3-nj1634w-3-638760888686695771-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334792/asus-vivobook-15-x1504va-i3-nj1634w-4-638760888692505650-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334792/asus-vivobook-15-x1504va-i3-nj1634w-5-638760888699667113-750x500.jpg,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/334792/Kit/asus-vivobook-15-x1504va-i3-nj1634w-note-638760890854722015.jpg,Intel Core i3 Raptor Lake - 1315U,6,8,1.20 GHz (Lên đến 4.50 GHz khi tải nặng),,,Card tích hợp - Intel UHD Graphics,,,8 GB,DDR4 (1 khe 8 GB + 1 khe rời),3200 MHz,16 GB,512 GB SSD NVMe PCIe,"15.6""",Full HD (1920 x 1080),,60Hz,Chống chói Anti Glare | LED Backlit | 250 nits,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | USB Type-C,Wi-Fi 6E (802.11ax) | Bluetooth 5.3,HD webcam,Không có đèn,Công tắc khoá camera | Bảo mật vân tay,SonicMaster audio,Hãng không công bố,Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,,"3-cell Li-ion, 42 Wh",Windows 11 Home SL,2025,Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - 1.7 kg,Vỏ nhựa,Asus,laptop
"Asus Vivobook 15 X1504VA - BQ185WS (Core 5 120U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338323/asus-x1504va-core-5-bq185ws-thumb2-638929335505560781-600x600.jpg,15690000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338323/asus-x1504va-core-5-bq185ws-1-638839518728132011-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338323/asus-x1504va-core-5-bq185ws-2-638839518722647693-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338323/asus-x1504va-core-5-bq185ws-3-638839518716433056-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338323/asus-x1504va-core-5-bq185ws-4-638839518711231621-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338323/asus-x1504va-core-5-bq185ws-5-638839518704521070-750x500.jpg,,Intel Core 5 Raptor Lake - 120U,10,12,1.40 GHz (Lên đến 5.00 GHz khi tải nặng),,,Card tích hợp - Intel Graphics,,,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,24 GB,512 GB SSD NVMe PCIe Gen 4.0,"15.6""",Full HD (1920 x 1080),IPS,60Hz,Chống chói Anti Glare | LED Backlit | 250 nits,45% NTSC,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | USB Type-C,Bluetooth 5.2 | Wi-Fi 6 (802.11ax),HD webcam,Không có đèn,Công tắc khoá camera | Bảo mật vân tay,SonicMaster audio,Hãng không công bố,Lớp phủ ASUS Antimicrobial Guard | Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,,"3-cell Li-ion, 42 Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,2025,Dài 359.7 mm - Rộng 232.5 mm - Dày 17.9 mm - 1.7 kg,Vỏ nhựa,Asus,laptop
"Asus Vivobook 15 OLED A1505VA - MA515WS (i5 13420H, 16GB, 512GB, 2.8K OLED 120Hz, OfficeH24+365, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340564/asus-vivobook-a1505va-i5-ma515ws-638900118156942901-600x600.jpg,16990000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340564/asus-vivobook-a1505va-i5-ma515ws-1-638882552616742811-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340564/asus-vivobook-a1505va-i5-ma515ws-2-638882552625674413-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340564/asus-vivobook-a1505va-i5-ma515ws-3-638882552632448288-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340564/asus-vivobook-a1505va-i5-ma515ws-4-638882552639115486-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340564/asus-vivobook-a1505va-i5-ma515ws-5-638882552645673217-750x500.jpg,,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),,,Card tích hợp - Intel UHD Graphics,,,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,24 GB,512 GB SSD NVMe PCIe Gen 4.0,"15.6""",2.8K (2880 x 1620) - OLED,,120Hz,Màn hình bảo vệ mắt - EYE CARE | Chuẩn DisplayHDR True Black 600 | Low Blue Light | 600 nits (Khi bật HDR) | 1.07 tỷ màu,100% DCI-P3,,1 x USB 2.0 | Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | 1 x USB Type-C (chỉ hỗ trợ Power Delivery),Wi-Fi 6E (802.11ax) | Bluetooth 5.3,HD webcam,Đơn sắc - Màu trắng,Công tắc khoá camera | Bảo mật vân tay,SonicMaster audio,Hãng không công bố,Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,,"3-cell, 50Wh",Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,2025,Dài 356.8 mm - Rộng 227.6 mm - Dày 19.9 mm - 1.7 kg,Vỏ nhựa,Asus,laptop
"Asus TUF Gaming F15 FX507ZC4 - HN330W (i5 12500H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328235/asus-gaming-tuf-f15-fx507zc4-i5-hn330w-170225-112440-295-600x600.jpg,19690000.0,https://cdn.tgdd.vn/Products/Images/44/328235/asus-gaming-tuf-f15-fx507zc4-i5-hn330w-1-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/328235/asus-gaming-tuf-f15-fx507zc4-i5-hn330w-2-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/328235/asus-gaming-tuf-f15-fx507zc4-i5-hn330w-3-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/328235/asus-gaming-tuf-f15-fx507zc4-i5-hn330w-4-750x500.jpg; https://cdn.tgdd.vn/Products/Images/44/328235/asus-gaming-tuf-f15-fx507zc4-i5-hn330w-5-750x500.jpg,,Intel Core i5 Alder Lake - 12500H,12,16,2.50 GHz (Lên đến 4.50 GHz khi tải nặng),,,"Card rời - NVIDIA GeForce RTX 3050, 4 GB",,,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,32 GB,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",Full HD (1920 x 1080),IPS,144Hz,Chống chói Anti Glare | 250 nits,45% NTSC,,Jack tai nghe 3.5 mm | 1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC) | 2 x USB 3.2 | HDMI | 1 x Thunderbolt 4 (hỗ trợ DisplayPort) | LAN (RJ45),Bluetooth 5.2 | Wi-Fi 6 (802.11ax),HD webcam,Đèn chuyển màu RGB - 1 vùng,,Hi-Res Audio | Dolby Atmos,,,,"4-cell, 56Wh",Windows 11 Home SL,2024,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm - 2.2 kg,Vỏ nhựa - nắp lưng bằng kim loại,Asus,laptop
"Asus Gaming Vivobook K3605ZF - RP745W (i5 12500H, 16GB, 512GB, RTX 2050 4GB, WUXGA 144Hz, Win11)",https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328237/asus-vivobook-k3605zf-i5-rp745w-170225-112521-757-600x600.jpg,19090000.0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328237/asus-vivobook-k3605zf-i5-rp745w-glr-1-638611359317882325-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328237/asus-vivobook-k3605zf-i5-rp745w-glr-2-638611359324594835-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328237/asus-vivobook-k3605zf-i5-rp745w-glr-3-638611359332093095-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328237/asus-vivobook-k3605zf-i5-rp745w-glr-4-638611359340673767-750x500.jpg; https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328237/asus-vivobook-k3605zf-i5-rp745w-glr-5-638611359348171734-750x500.jpg,https://cdn.tgdd.vn/Products/Images/44/328237/Kit/asus-vivobook-k3605zf-i5-rp745w-note.jpg,Intel Core i5 Alder Lake - 12500H,12,16,2.50 GHz (Lên đến 4.50 GHz khi tải nặng),,,"Card rời - NVIDIA GeForce RTX 2050, 4 GB",,,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,24 GB,512 GB SSD NVMe PCIe,"16""",WUXGA (1920 x 1200),,144Hz,Chống chói Anti Glare | LED Backlit | 300 nits,45% NTSC,,Jack tai nghe 3.5 mm | 2 x USB 3.2 | HDMI | 1 x USB Type C (chỉ hỗ trợ Power Delivery),Wi-Fi 6E (802.11ax) | Bluetooth 5.3,HD webcam,Đơn sắc - Màu trắng,Công tắc khoá camera,SonicMaster audio,Hãng không công bố,Lớp phủ ASUS Antimicrobial Guard | Độ bền chuẩn quân đội MIL STD 810H | Bản lề mở 180 độ,SD,"3-cell, 50Wh",Windows 11 Home SL,2024,Dài 358.6 mm - Rộng 249.1 mm - Dày 18.9 mm - 1.8 kg,Vỏ nhựa - nắp lưng bằng kim loại,Asus,laptop
